UNITID,YEAR,COHORT,gradRateT_Total,gradRateG_Men,gradRateG_Women,gradRateR_White,gradRateR_Black,gradRateR_Asian,gradRateR_Hispanic,gradRateR_AmInd,gradRateR_NatHawaii,gradRateR_NonResident,gradRateR_2orMore,gradRateR_Unknown
160658,2010,2,0.397,0.349,0.432,0.429,0.291,0.447,0.453,0.231,,0.286,,0.119
234915,2008,3,0.6,1,0.5,1,,,,,,,,0.333
140304,2010,4,0.247,0.294,0.215,0.331,0.173,1,0.4,0.5,,,0.273,
239910,2009,4,0.603,0.571,0.658,0.601,,,,,,,,1
130989,2012,3,0.3,0.2,0.4,0.214,0.318,0,1,0,,,1,
188465,2010,2,0.6,0.476,0.69,0.8,0.2,0.333,0.333,,,,,
432524,2010,4,0.451,0.442,0.46,0.493,0.231,0.4,0.5,,,,,0.455
449117,2011,4,0.577,0.75,0.563,0.792,0.417,,0.333,,,,,0
366252,2010,3,0.475,0.495,0.429,0.483,0.341,0.375,0.333,0,,0.5,,
215442,2010,2,0.48,0.452,0.496,0.492,0.448,0.333,0.444,0,,0.286,,0
183248,2012,4,0.5,0,0.556,0.375,1,,,,,,1,
221795,2009,2,0.815,0.8,1,0.815,,,,,,,,
172051,2008,2,0.375,0.356,0.388,0.402,0.126,0.5,0.3,0.25,,0.367,,0.366
206224,2011,4,0.729,0.5,0.75,0.784,0.667,,0,,,,,0
240453,2011,2,0.405,0.405,0.405,0.436,0.188,0.252,0.258,0.243,,0.385,,0.452
191205,2012,2,0.41,0.391,0.449,0.436,0.304,0.5,0.406,,,,,0.533
434584,2011,4,0.5,0.5,0.5,1,,0.5,,0.429,,,,
438902,2011,2,0.429,1,0.333,0.333,0.333,,,,,,,1
189574,2009,4,0.36,0.18,0.526,0.444,0.232,0,0.353,0.333,,1,,
430795,2008,4,0.738,0.615,0.829,0.746,0.5,,,,,,,
174482,2009,4,0.857,0.857,0.857,0.857,,,,,,,,
210359,2010,4,0.424,0.38,0.436,0.475,0.277,0.167,0.548,0.3,,,,0.421
174020,2010,2,0.26,0.167,0.346,0.217,0.143,0.294,1,1,,,,0
139384,2009,4,0.345,0.359,0.332,0.345,0.364,0,0.182,1,,,,0.5
215682,2012,4,0.628,0.614,1,0.685,0.5,0,0,0,,,,
234216,2012,2,0.385,0.5,0.35,0.333,0.5,0,1,,,,,0.359
198640,2009,4,0.247,0.444,0.07,0.2,0.265,1,0.5,0.2,,,,0.5
202541,2009,3,0.362,0.378,0.143,0.423,0.12,,,1,,,,1
101480,2009,2,0.35,0.271,0.417,0.363,0.303,0.444,0.133,0.286,,0.286,,0.571
199582,2012,2,0.353,0.304,0.425,0.5,0.342,,,,,0.5,,1
193654,2012,3,0.356,0.4,0.343,0.267,0,0.667,1,,,0.391,0,0
219198,2011,2,0.511,0.458,0.538,0.5,0.667,,0.75,,,,,
206349,2012,2,0.532,0.6,0.529,0.628,0.385,0.5,0,0,,,,0.25
167251,2010,2,0.463,0.462,0.464,0.494,0.449,0.375,0.444,,,0.273,,
193645,2011,2,0.287,0.15,0.297,0.469,0.281,0.385,0.294,0,,1,,0.26
154907,2010,4,0.313,0.291,0.329,0.32,0.217,,0.286,0.667,,1,,0
132851,2009,4,0.367,0.325,0.403,0.366,0.286,0.5,0.443,0.4,,0,,0.333
220808,2009,2,0.407,0.458,0.367,0.405,0.286,1,0,,,0.5,,
174394,2011,2,0.409,0.403,0.425,0.46,0.111,0.2,0,0.333,,,0.667,0.415
120537,2010,2,0.289,0.282,0.293,0.275,0.5,0.25,0.333,0,,0.2,,1
138275,2011,2,0.495,0.462,0.528,0.508,0.421,0,0.579,,,,,0.429
448415,2009,4,0.605,1,0.584,0.636,0.596,0,,,,,,
100830,2009,2,0.277,0.243,0.298,0.294,0.234,0.286,0.222,0.5,,0.667,,0.4
191302,2011,4,0.31,0.276,0.345,0.319,0.234,1,0.293,0,,0.31,0.333,
189459,2009,3,0.321,0.323,0.319,0.468,0.359,0.333,,0,,,1,0.297
234173,2011,2,0.484,0.342,0.625,0.49,0.419,0.333,0.727,0,,0,,
378406,2009,3,0.531,0.5,1,0.6,0.588,,,,,,,0.2
159717,2009,2,0.353,0.291,0.402,0.404,0.21,0.5,0.143,0.25,,0.533,,0.333
138275,2008,2,0.339,0.267,0.418,0.325,0.231,,0.438,1,,,,0.4
205708,2008,4,0.354,0,0.375,0.373,0.316,,1,1,,,,0
197984,2010,2,0.368,0.397,0.344,0.366,0.235,0.333,0.636,0,,0.375,,0.364
140678,2012,4,0.316,0.352,0.282,0.324,0.175,0.625,0.444,0.4,,0,,0.5
189556,2010,3,0.527,0.5,0.538,0.59,0.429,0,0.333,0,,,,0.5
128498,2008,2,0.556,0.457,0.613,0.526,0.765,,0.5,,,,,
127778,2008,4,0.436,0.45,0.422,0.476,0.444,0.25,0.368,0.571,,0,,
220631,2011,2,0.487,0.298,0.621,0.482,0.4,,0,,,0.6,,0.529
178350,2009,2,0.667,0.5,1,0.75,0.5,,,,,,,
445692,2010,2,0.808,0.809,0.8,1,0,0,0,0,,0,,0
244190,2012,3,0.833,1,0.75,0.833,,,,,,,,
193317,2011,3,0.42,0.27,0.516,0.182,0.44,,0.455,0,,0.133,,1
173328,2008,2,0.497,0.388,0.596,0.533,0.167,0.556,,,,,0.25,0.429
107983,2012,2,0.351,0.284,0.426,0.397,0.302,0.4,0.5,0.6,,0.155,,
155025,2011,2,0.427,0.337,0.481,0.457,0.22,0.4,0.405,0.333,,0.2,,0.154
151494,2011,3,0.304,0.333,0.214,0.29,0.273,1,0,1,,,,
166391,2009,2,0.447,0.417,0.459,0.489,0.409,0.571,0.542,0,,0,,0.08
222105,2012,4,0.852,0.852,,0.923,0.786,,,,,,,
443535,2011,3,0.313,0.361,0.176,0.312,0.25,,1,,,,,1
217633,2008,2,0.45,0.388,0.489,0.464,0.371,0,0.25,0,,1,,
235529,2008,2,0.813,0.786,1,0.813,,,,,,,,
380438,2008,4,0.434,0.393,0.455,0.571,,1,0.4,0,,,,0.158
198251,2010,4,0.404,0.455,0.34,0.419,0.375,0,0.25,0,,0.667,,0.5
104717,2009,2,0.419,0.347,0.454,0.462,0.125,0,0.455,0,,0.75,,0.398
200013,2010,3,0.537,0.471,0.568,0.632,,,,,,0.75,,0.452
156082,2009,2,0.415,0.377,0.44,0.467,0.148,0.167,0.385,0.667,,,,0.344
201821,2008,4,0.5,1,0.471,0.438,1,,,,,,,
183071,2011,2,0.554,0.44,0.645,0.556,0.5,0,0,,,,,0.714
107725,2008,4,0.332,0.362,0.314,0.34,0.311,1,0.25,0,,,,0.5
213613,2011,2,0.465,0.441,0.484,0.506,0.26,0.286,0.383,0,,0.353,,0.231
117168,2008,2,0.513,0.435,0.625,0.536,0.5,0.8,0,,,,,
171881,2011,3,0.6,0.571,0.667,0.571,,,,,,1,,0
198774,2009,4,0.341,0.396,0.302,0.341,0.331,0.167,0.216,0.6,,,,0.714
174862,2010,2,0.541,0.491,0.575,0.552,0.333,0.583,0.333,0,,,,
448372,2010,4,0.418,0.25,0.489,0.458,0.313,0.455,0.625,,,0,,0.4
428444,2008,2,0.464,0.492,0.392,0.573,0.6,0,0.545,,,,,0.342
444574,2009,4,0.863,0.772,0.91,,,,0.863,,,,,
183822,2012,2,0.362,0.341,0.377,0.408,0.31,0.462,0.433,0,,0.333,,0.381
442356,2009,3,0.8,1,0.765,0.842,,,0,,,,,
132693,2008,4,0.437,0.412,0.458,0.475,0.267,0.429,0.298,0.231,,0.4,,
132471,2010,2,0.356,0.328,0.372,0.3,0.378,0.5,0.378,0,,0.467,,0.327
224439,2009,4,0.6,0.419,0.65,0.602,0.521,,0.614,,,,,
190716,2008,2,0.444,0.343,0.48,0.523,0.348,0,0.1,0.333,,0.5,,0.333
146676,2012,3,0.415,0.404,0.429,0.477,0.25,0,0.529,0.5,,,,0.4
224226,2009,2,0.52,0.496,0.54,0.549,0.25,0,0.52,0,,,,0.529
150136,2010,3,0.543,0.619,0.23,0.488,0.635,,0.889,0,,,,
146393,2010,3,0.571,0.333,0.75,0.75,1,,0,,,,,0
201177,2008,4,0.881,0.75,0.891,0.881,,,,,,,,
198303,2008,2,0.322,0.223,0.463,0.428,0.217,0.5,0.125,1,,0,,0.125
173638,2009,4,0.477,0.479,0.473,0.509,0.211,0.286,0.111,0.5,,,,0.357
132602,2009,2,0.358,0.29,0.404,0.857,0.358,,0.857,,,0.211,,0.067
202541,2008,2,0.36,0.362,0.35,0.371,0.262,0.571,0.125,0.75,,0.25,,0
148627,2009,2,0.528,0.471,0.563,0.627,0.323,0.25,0.389,,,,,0.25
120883,2011,3,0.304,0.375,0.284,0.455,0.5,0.237,0.5,0,,0.25,0.273,0.222
244190,2008,2,0.5,1,0.4,0,0.5,,,,,,,1
447953,2009,3,0.556,0.6,0.538,0.556,0.4,,0.75,,,,,
203386,2009,4,0.85,0.8,0.9,,,,,,,,,0.85
446808,2011,2,0.455,0.462,0.452,0.474,0,,0,1,,,0,0.556
172334,2008,2,0.579,0.526,0.612,0.607,0,0.5,0.2,,,0.375,,
225548,2008,2,0.413,0.302,0.533,0.47,0.08,0.25,0.35,1,,,,0
171599,2010,2,0.414,0.365,0.5,0.479,0.211,,0.429,0,,1,,0
217907,2011,2,0.486,0.434,0.516,0.471,0.591,0.5,0.4,,,,,
241766,2011,2,0.81,0.778,1,,,,0.81,,,,,
235510,2011,3,0.317,0.286,0.5,0.294,0,0.5,0.5,0,,,,1
113607,2008,2,0.331,0.314,0.392,0.337,0.108,0.398,0.33,0.429,,0.727,,0.031
172051,2011,2,0.385,0.345,0.411,0.411,0.168,0.444,0.522,0.167,,0.211,,0.333
102377,2011,2,0.43,0.365,0.488,0,0.42,,,0.5,,0.714,,0.48
233912,2009,2,0.753,0.569,0.822,0.853,0.4,,0,0,,,,
156620,2009,2,0.377,0.339,0.405,0.385,0.245,0.412,0.409,0.3,,0.25,,0.275
245342,2009,3,0.62,0.685,0.343,0.619,0.629,,,0,,,,0.5
133650,2008,2,0.408,0.348,0.449,0.286,0.409,0.4,0.429,0,,0.667,,
192192,2010,2,0.551,0.453,0.594,0.606,0.308,0.333,0,0.25,,,,0.3
230889,2010,2,0.6,0.667,0.571,0.556,,,1,,,,,
240365,2008,2,0.469,0.428,0.498,0.481,0.235,0.387,0.24,0.056,,0.6,,
237367,2008,2,0.468,0.428,0.501,0.47,0.385,,0.667,0,,,,0.474
136330,2011,3,0.667,0.8,0.625,0.8,0,0,0.5,,,,,
448840,2012,2,0.33,0.343,0.321,0.35,0.2,0.333,0.182,1,,0,0,0.333
224776,2008,3,0.347,0.328,0.374,,1,0,1,,,,,0.343
230418,2010,4,0.461,0.406,0.5,0.454,,0.571,0.5,0,,0.5,,0
175421,2011,2,0.478,0.347,0.6,0.542,0.258,0.5,0.167,0,,,,0.5
102614,2009,2,0.364,0.367,0.361,0.406,0.143,0.409,0.333,0.182,,0.5,,0.326
441025,2012,4,0.446,0.25,0.467,0.444,0.451,0,1,,,,,0.333
226879,2010,4,0.469,0.364,0.486,0.5,0.438,0,0.467,,,,,0.667
167455,2009,2,0.338,,0.338,0.214,0.537,0.125,0.225,1,,0.545,,0.067
208239,2008,2,0.342,0.363,0.318,0.284,0,0.429,0.222,0,,1,,0.431
441496,2012,4,0.345,0.37,0,0.118,0.556,,1,,,,1,
178721,2011,2,0.396,0.392,0.398,0.379,0.133,,0.6,0,,0.647,0.444,
220516,2009,2,0.541,0.364,0.631,0.696,0.333,,0.5,,,,,0.324
210942,2011,2,0.44,0.462,0.424,0.484,0.408,0.333,0.409,0,,0,,0.429
214795,2010,3,0.548,0.59,0.511,0.573,0.167,0,1,,,,,
152381,2010,2,0.512,,0.512,0.788,0.143,0.5,0.6,,,,,0.333
126669,2010,2,0.436,0.379,0.458,0.461,0.5,0.25,0.5,0.25,,,,0.154
455646,2011,4,0.86,0.8,0.868,0.86,,,,,,,,
106467,2012,2,0.41,0.36,0.458,0.428,0.263,0.375,0.265,0.148,,0.68,,
219383,2010,2,0.513,0.485,0.534,0.522,0.333,0,1,0,,,,0
118541,2008,4,0.322,0.296,0.346,0.255,0.25,0.273,0.385,0.333,,0.621,,0.306
120953,2012,4,0.227,0.185,0.289,0.192,0.273,1,0.22,1,,,0,0
207689,2010,2,0.323,0.355,0.309,0.385,0.375,1,0.357,0,,0.1,0.182,
196112,2012,2,0.336,0.343,0.3,0.326,0.308,,0.273,,,1,,0.5
153214,2008,4,0.386,0.376,0.397,0.402,0.27,0.32,0.333,0.2,,0.333,,0.369
392257,2010,4,0.636,0.333,0.75,,0,,,,,1,,0.667
376321,2011,4,0.847,0.843,0.849,,,,0.847,,,,,
230418,2009,4,0.405,0.338,0.458,0.366,0,0.4,0.409,0.333,,0.676,,
154493,2011,2,0.449,0.414,0.491,0.464,0.167,0,0.4,0,,,,1
234696,2012,4,0.466,0.475,0.429,0.529,0.25,0.2,0.286,0,,,,0.75
133021,2009,3,0.467,0.41,0.514,0.508,0.32,0.333,0.333,0.5,,,,
233091,2008,4,0.737,0.417,0.769,0.756,0.706,,,,,,,
193016,2009,2,0.272,0.193,0.326,0.356,0.197,0.25,0.222,0.5,,0.75,,0.319
232089,2009,2,0.355,0.308,0.443,0.401,0.309,0,0.375,1,,,,0.194
209506,2009,2,0.41,0.385,0.441,0.427,0,0.455,0.4,0.2,,0.4,,0.267
178624,2012,3,0.569,0.464,0.696,0.611,,0.5,0,,,,,0.545
407063,2008,2,0.818,0.9,0,1,0.667,,,,,,,
375416,2009,4,0.425,0.252,0.456,0.474,0.426,0.857,0.286,0,,,,0.208
138947,2008,2,0.445,0.38,0.468,,0.441,1,0,,,,,0.65
137759,2008,4,0.306,0.288,0.324,0.388,0.17,0.333,0.325,0.417,,0.583,,0.25
126702,2011,2,0.39,0.442,0.34,0.404,0.083,0.5,0.2,0.5,,,,0.524
127024,2008,2,0.414,0.399,0.458,0.442,0,0.667,0.257,0.2,,,,0.545
173203,2010,4,0.414,0.42,0.406,0.428,0,0.25,0,0.214,,0.75,,0.5
399869,2012,2,0.487,0.417,0.607,0.633,0.2,0.667,0.371,,,,,
222105,2011,4,0.846,0.846,,0.857,0.833,,,,,,,
119544,2008,3,0.857,0.667,1,,,,0.857,,,,,
141802,2008,4,0.253,0.292,0.221,0.087,1,0.265,,,,1,,0.263
222938,2009,3,0.316,0.289,0.373,0.415,0.255,0.3,0.312,1,,,,0.12
229832,2010,4,0.585,0.692,0.418,0.532,0.214,,0.939,,,,,
218229,2011,2,0.369,0.358,0.374,0.382,0.348,0.429,0.333,0.222,,0.2,,0.364
227243,2011,2,0.393,0.313,0.483,0.393,0.133,0.5,0.514,0,,0.25,,0.4
445708,2012,3,0.413,0.446,0.389,0.545,0.234,,0.571,0.5,,0,,0.281
155414,2008,3,0.5,1,0.462,0.417,,,1,,,,,
431309,2009,4,0.841,0.871,0.826,,,,0.841,,,,,
126702,2012,3,0.424,0.351,0.517,0.467,0,,0.333,1,,,,0.286
216047,2012,2,0.8,0.8,,0.778,,,,,,1,,
112312,2009,2,0.483,0.35,0.778,0.75,0,0.6,0,,,0,,0.417
173328,2012,2,0.484,0.45,0.509,0.54,0.304,0.357,0.4,,,0,0.333,
170675,2009,2,0.48,0.474,0.5,0.551,0.091,0.6,0.3,0,,,,0.381
434991,2009,2,0.184,0.149,0.209,0.4,0,1,1,0,,0.101,,0.333
221768,2010,2,0.453,0.439,0.464,0.481,0.313,0.667,0.273,0,,0.286,,
239910,2010,4,0.579,0.521,0.688,0.588,1,0,0,,,,,0
155061,2012,3,0.604,0.583,0.611,0.578,,,1,,,,,
182661,2008,2,0.463,0.492,0.333,0.513,0.25,0,1,,,,,0.324
228714,2011,2,0.292,0.258,0.34,0.298,0.182,0.125,0.283,0.167,,1,,0.429
199865,2010,2,0.49,0.547,0.443,0.527,0.3,0.667,0.4,0,,0,,0
167288,2010,2,0.513,0.431,0.565,0.541,0.091,0.4,0.5,,,,,0.333
449454,2012,4,0.677,0.778,0.636,0.727,,,0.556,,,,,
214698,2009,3,0.4,0.556,0.167,0.25,1,,,1,,,,
154518,2012,2,0.435,0.356,0.518,0.486,0.125,1,0.167,,,0.286,,
177542,2011,2,0.445,0.481,0.424,0.452,0,,1,,,0.571,0,
148177,2008,2,0.386,0.273,0.459,0.5,0.226,0.375,0.395,0.4,,,,0.358
214166,2011,2,0.536,0.442,0.57,0.557,0,0,0,0,,0.667,,0.6
169910,2012,3,0.393,0.429,0.353,0.419,0.165,0.316,0.226,0.5,,0,,0.571
194967,2011,4,0.258,0.176,0.298,0.349,0.194,0.5,0.263,1,,,0,0.333
404994,2009,4,0.345,0.3,0.359,0.318,0.34,0.143,0.351,0.429,,0.5,,0.286
177065,2012,2,0.428,0.362,0.455,0.459,0,0,0.333,0,,0.333,0,1
161563,2009,2,0.433,0.373,0.507,0.435,0,0.667,0.5,,,,,0.455
213303,2009,2,0.514,0.423,0.568,0.531,0.5,0,0.333,,,0,,0.5
207351,2010,2,0.402,0.412,0.393,0.4,0,,0.5,0,,0.429,,0.833
460899,2012,3,0.492,0.456,0.506,0.463,0.222,,0.611,,,,,0.619
166054,2009,2,0.667,0.8,0.5,0.857,,,,,,0.545,,
194204,2012,4,0.744,0.545,0.821,0.757,0.5,,,,,,,
175652,2008,4,0.167,0.164,0.169,0.068,0.257,0.667,0.875,1,,,,0
211477,2010,2,0.634,0.673,0.591,0.761,0.375,,0.333,,,,,0
245342,2010,3,0.663,0.641,0.734,0.667,0.662,,,,,,,
193317,2009,3,0.333,0.225,0.408,0.125,0.328,0.5,0.328,0,,0.833,,0.286
412003,2010,4,0.444,0.667,0.417,0.438,0.4,,1,,,,,
162007,2011,2,0.407,0.332,0.453,0.619,0.404,0.294,0.357,0,,,,0.5
180489,2010,3,0.443,0.492,0.394,0.475,,0.143,0.143,0.125,,0.8,,0.35
391582,2009,4,0.493,0.333,0.507,0.444,0.588,,1,,,,,
139995,2008,4,0.667,0.667,0.667,0.714,0.65,,0,,,,,
153533,2009,4,0.433,0.513,0.349,0.453,0,0,0.1,1,,0.25,,0.267
130314,2011,2,0.558,,0.558,0.638,0.381,0.8,0.318,,,,,0.111
190114,2009,3,0.291,0.261,0.304,0.5,0.28,,0.227,1,,,,0.5
176628,2012,2,0.428,0.333,0.5,0.477,0.125,0.5,0.333,0,,,,0.667
148177,2009,3,0.477,0.405,0.543,0.625,0.522,,0.333,,,,,0.458
440794,2009,3,0.65,0.889,0.455,0.769,0.6,0,,,,,,
137759,2012,4,0.327,0.317,0.335,0.444,0.179,0.286,0.351,0.2,,0.545,,0.379
224776,2009,2,0.342,0.25,0.353,0.818,,1,0.6,,,,,0
190248,2010,2,0.462,0.378,0.574,0.524,0.4,0.286,0.267,,,0.471,,
151458,2012,2,0.68,0.647,0.697,0.738,0.6,,0,,,,,
159717,2012,2,0.384,0.317,0.432,0.402,0.283,0.222,0.313,0.375,,0.633,,0
190600,2011,2,0.4,0.322,0.454,0.344,0.415,0.514,0.423,0,,0.489,,
445434,2010,2,0.444,0.667,0.333,1,0.25,,0.667,,,,,0
167251,2011,2,0.416,0.4,0.425,0.446,0.293,0.556,0.467,,,0.357,,
153524,2008,4,0.37,0.342,0.413,0.414,0.073,0.667,0.2,0.667,,0,,0.214
212601,2009,3,0.509,0.455,0.543,0.519,0,1,,,,,,0.333
142179,2011,4,0.651,0.667,0.632,0.743,,,0.333,0,,0,,0.333
136473,2011,3,0.303,0.25,0.34,0.33,0.145,0.359,0.275,0.357,,0.2,,0.8
432533,2009,2,0.328,0.326,0.333,0.387,0.217,0.423,0.271,0.75,,,,0.324
174075,2009,2,0.389,0.362,0.429,0.42,0.25,0.333,0.5,0.333,,0.2,,0.143
449083,2008,4,0.846,0.667,1,,,,0.846,,,,,
219480,2010,4,0.391,0.34,0.466,0.429,1,0,0.4,0.221,,,,0.111
234696,2011,4,0.489,0.538,0.375,0.52,0,0.286,0.5,0.25,,,,0.4
190637,2011,2,0.401,0.369,0.414,0.442,0.373,0.5,0.391,,,0.468,,
151111,2010,3,0.335,0.302,0.358,0.341,0.235,0,0.286,,,1,,0.5
155335,2009,2,0.44,0.366,0.492,0.53,0.308,0.75,0.286,0,,0.185,,
209409,2010,2,0.442,0.533,0.405,0.477,1,0.5,,,,,,0
204486,2009,3,0.61,0.633,0.394,0.61,0.5,,,,,,,0.61
205647,2011,4,0.18,0.133,0.196,0.222,0.125,1,0.5,0,,0,,1
176947,2008,2,0.379,0.235,0.57,0.429,0.043,0.5,1,0,,0.2,,0
218742,2010,2,0.386,0.359,0.402,0.387,0.374,0.5,0,0,,0.5,,0.448
454458,2012,4,0.44,0.281,0.49,0.455,0.333,1,0.357,,,,,
204264,2012,2,0.495,0.437,0.557,0.503,0.364,,0.2,,,0.8,,
151263,2008,3,0.6,0.4,0.8,0.556,,,,,,,,1
205391,2012,4,0.688,0.833,0.63,0.705,0,,0.5,,,,,
161341,2008,2,0.423,0.391,0.444,0.439,0.5,0,0,0.2,,0.625,,0.333
448752,2011,2,0.346,0.238,0.419,0.296,0.556,1,0.333,,,,,0.167
170037,2008,2,0.522,0.544,0.506,0.533,0.25,0.5,0.5,0,,,,0
228796,2011,2,0.369,0.309,0.429,0.371,0.29,0.182,0.361,0.167,,0.477,,0.4
217873,2011,2,0.4,0.284,0.463,0,0.383,,0,1,,0.824,,
440378,2010,4,0.5,1,0.45,0.333,0.571,,0.5,,,,,
226277,2010,4,0.501,0.505,0.366,0.513,0.355,0,0.561,0,,,,0.553
132657,2009,2,0.352,0.356,0.347,0.389,0.333,0.25,0.367,0.333,,0.567,,0.059
190567,2011,2,0.394,0.316,0.465,0.396,0.353,0.593,0.32,0,,0.516,,
176479,2008,2,0.418,0.4,0.427,0.437,0.421,,0,0,,0.25,,1
241517,2010,4,0.86,0.746,0.886,,,,0.86,,,,,
136233,2010,3,0.36,0.326,0.39,0.375,0.247,0.5,0.391,0.143,,0.333,,0.286
245430,2010,4,0.571,0.6,0.567,0.613,0,,1,,,,0,
218919,2011,2,0.339,0.34,0.338,1,0.333,,0,,,1,,
155715,2012,4,0.314,0.35,0.257,0.315,0.154,0,0.571,0.333,,0.5,,0.556
119270,2011,2,0.6,0.75,0,1,,,0,,,0,1,
447935,2008,4,0.8,,0.8,0.75,1,,,,,,,
178244,2009,2,0.454,0.378,0.536,0.462,0.308,0.667,,,,0.545,,0
101365,2012,3,0.533,0.286,0.609,0.8,0.455,,,,,,,0.667
206446,2008,4,0.462,0.463,0.462,0.462,0.5,,0,0.5,,,,0.5
214166,2012,3,0.53,0.471,0.542,0.506,0.5,,,0,,,,0.8
248934,2009,3,0.481,0.486,0.473,0.575,0.407,0,0.286,,,,0.333,0.308
202134,2011,2,0.299,0.298,0.3,0.369,0.131,0.48,0.13,0.333,,0.75,,0.258
140085,2009,4,0.436,0.491,0.39,0.475,0.388,0.6,0.25,0,,,,0.318
413884,2008,3,0.481,0.464,0.524,0.353,0.526,0,1,,,,,0
160959,2008,2,0.62,0.667,0.585,,,,,,,0.909,,0.567
240116,2012,4,0.312,0.374,0.239,0.317,0.235,0.207,0.19,0.067,,,1,0.406
140164,2009,2,0.382,0.316,0.428,0.385,0.337,0.338,0.375,0.286,,0.5,,
181330,2008,2,0.545,0.443,0.624,0.568,0.167,0,0,,,0,,1
146676,2009,3,0.467,0.414,0.535,0.478,0.435,0.125,0.643,,,,,0.25
449931,2011,2,0.714,0,0.833,1,0.8,,0,,,,,
178721,2012,2,0.408,0.329,0.459,0.483,0.125,0.5,0.4,,,0.267,0.375,
189228,2008,2,0.363,0.344,0.376,0.313,0.303,0.273,0.407,0,,0.588,,0.378
210076,2011,3,0.449,0.418,0.46,0.471,0.143,0.571,0.387,0,,,,0.446
133508,2008,3,0.328,0.29,0.355,0.348,0.299,0.333,0.24,0.6,,0.219,,0.333
188340,2012,3,0.356,0.336,0.538,0.458,0.35,0.5,0.269,0,,,,0.538
154590,2010,2,0.233,0.16,0.368,0.255,0.111,0.4,0.167,0.4,,1,,0.25
232025,2010,2,0.5,0.441,0.549,0.521,0.333,0.5,0.5,,,0,,0
154129,2011,4,0.595,0.615,0.531,0.603,,,0.5,,,,,0.5
200624,2009,4,0.738,0.895,0.609,0.769,0.333,,,,,,,
107992,2011,4,0.388,0.452,0.309,0.451,0.242,0,1,0.5,,,,0
132851,2010,3,0.339,0.277,0.386,0.36,0.226,0.667,0.219,0.5,,,,0.368
238980,2010,2,0.437,0.4,0.5,0.462,0.25,0.375,0.25,0,,0.667,,0
213400,2010,2,0.541,0.526,0.558,0.549,0,0.667,0.5,,,,,
201821,2011,4,0.786,1,0.769,0.786,,,,,,,,
206279,2008,2,0.52,0.25,0.571,0.571,0.429,,1,,,,,0
235769,2010,2,0.833,0.625,1,0.882,,0,,,,,,
198561,2009,2,0.487,0.41,0.549,0.511,0.382,0,0.667,,,,,0.333
189592,2010,4,0.442,0.333,0.484,0.458,0.222,,0.4,0,,,,1
220808,2012,2,0.476,0.333,0.606,0.469,0.455,,0,,,1,,
148584,2008,2,0.53,0.492,0.558,0.644,0.348,0,0.167,,,,,0.6
260947,2012,2,0.714,0.5,0.75,0.875,,,,,,0.5,,
238324,2011,2,0.783,,0.783,0.773,,1,,,,,,
434159,2012,4,0.506,0.494,0.523,0.674,0.557,,0.4,,,,0.167,0.018
203580,2009,2,0.417,0.5,0.384,0.432,0.438,,0,,,1,,0.167
174862,2012,2,0.497,0.545,0.459,0.504,0.333,0.5,0.5,,,0,,
211468,2009,2,0.554,,0.554,0.556,0.545,0.7,0.429,,,,,
184773,2009,2,0.551,0.333,0.556,0.622,0.4,0,0.25,,,0,,0.625
171128,2011,3,0.575,0.629,0.2,0.6,0.333,,1,,,,,0
233329,2008,4,0.789,0,0.833,,,,0.714,,,,,1
414850,2010,4,0.426,0.4,0.427,0.397,0.435,,0.5,,,,,0.75
179070,2008,2,0.667,,0.667,0,1,,,,,1,,
233897,2008,2,0.47,0.421,0.514,0.483,0.267,0.429,0.75,0,,0,,
443687,2009,2,0.333,0,0.5,1,0,,0.5,,,,1,
446677,2012,3,0.368,0.455,0.333,0.344,,1,0.333,0.5,,,,
174385,2011,2,0.5,0.333,1,0.5,0,,,,,,,1
444167,2010,2,0.5,1,0.333,,0,,1,0.5,,,,
445434,2011,2,0.5,1,0.333,0.5,1,0,,,,,,
146612,2010,3,0.833,0.667,1,0.833,,,,,,,,
376695,2009,4,0.833,0.667,1,,,0.833,,,,,,
451060,2011,2,0.438,0.385,0.667,0.556,0.286,,0,,,1,,0
243665,2011,2,0.31,0.216,0.348,0.214,0.318,1,0.25,,,0.4,,0.276
445434,2011,3,0.387,0.206,0.444,0.422,0.378,1,0.222,,,,0,0.273
367112,2012,4,0.472,0.5,0.455,0.476,0.429,,,,,,1,
448451,2012,3,0.58,0.596,0.333,0.6,0,,0.556,,,,,0.667
153533,2011,4,0.364,0.376,0.346,0.393,0.028,0.5,0.25,0.667,,0.25,,0.158
262332,2010,2,0.633,0.64,0.6,0.708,0.25,,0.5,,,,,
175528,2012,4,0.465,0.462,0.466,0.5,0.438,,1,,,,,
172644,2010,2,0.309,0.292,0.323,0.436,0.1,0.543,0.14,0.333,,0.453,,0.401
115515,2009,4,0.447,0.464,0.439,0.722,0.333,0.55,0.375,0,,,,0
224402,2012,3,0.476,0.459,0.6,0.333,0.6,0.333,0.529,,,,,
160959,2009,2,0.609,0.621,0.6,,,,,,,1,,0.5
210942,2009,2,0.421,0.425,0.412,0.52,0.306,0.667,0.16,0,,,,0.418
233091,2011,4,0.641,0,0.676,0.556,0.706,,0.75,,,,,
202514,2012,2,0.502,0.432,0.598,0.497,0.5,0,0.8,0,,,,0
151519,2008,2,0.55,0.611,0,0.5,0.667,,,,,,,1
